Fecha,Cliente,Producto/Servicio,Centro de Costo,Comprobante,Tipo,Codigo/SKU,Descripción del Producto,Observaciones,Moneda,Vendedor,Cantidad,Precio,Descuento,Importe Mon. Transacción,Importe Mon. Ppal.
2/10/2025,GAVIGLIO COMERCIAL S. A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000640,Factura,,(800 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,1160000,0,1160000,1160000
2/10/2025,ARECO SEMILLAS S.A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000639,Factura,,(800 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,1160000,0,1160000,1160000
2/10/2025,TOMAS HNOS Y CIA SA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000644,Factura,,(800 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,1160000,0,1160000,1160000
2/10/2025,BOLSA DE COMERCIO DE ROSARIO ASOCIACION CIVIL,Marketing - Gestión de campañas de marketing/Gestión de pedidos,Licencia,A-00007-00000645,Factura,,(700 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,1015000,0,1015000,1015000
2/10/2025,FER SEM S A C A I F Y M,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000635,Factura,,(624 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,904800,0,904800,904800
2/10/2025,ORTEGA HERMANOS S A,Cotizador de Insumos - Cotizador con lista de precios,Licencia,A-00007-00000638,Factura,,(613 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,888850,0,888850,888850
2/10/2025,MAS AGRO CENTRO S.A.S.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000637,Factura,,(520 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,754000,0,754000,754000
2/10/2025,GAVIGLIO COMERCIAL S. A.,Logística - Logística de fertilizantes,Licencia,A-00007-00000640,Factura,,(500 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,725000,0,725000,725000
2/10/2025,ORTEGA HERMANOS S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000638,Factura,,(491 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,711950,0,711950,711950
2/10/2025,CEREALES QUEMU S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000643,Factura,,(400 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,580000,0,580000,580000
2/10/2025,GUAZZARONI GRECO SOCIEDAD ANONIMA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000636,Factura,,(400 USD  TC a 1450 al 01/10/2025),Bonifica Cuenta Digital Logistica Diesel ,Pesos Argentinos,,1,580000,0,580000,580000
2/10/2025,ORTEGA HERMANOS S A,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000638,Factura,,(383 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,555350,0,555350,555350
2/10/2025,FER SEM S A C A I F Y M,Soluciones Financieras - Tajetas Mastercard,Licencia,A-00007-00000635,Factura,,(260 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,377000,0,377000,377000
2/10/2025,ORTEGA HERMANOS S A,Mercado de Granos - Calculadora de negocios,Licencia,A-00007-00000638,Factura,,(230 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,333500,0,333500,333500
2/10/2025,GAVIGLIO COMERCIAL S. A.,Sustentabilidad - Integración Ciampagna,Licencia,A-00007-00000640,Factura,,(200 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,290000,0,290000,290000
2/10/2025,CEREALES QUEMU S A,Logística - Integración MUVIN / ALGORITMO,Licencia,A-00007-00000643,Factura,,(200 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,290000,0,290000,290000
2/10/2025,AGRO UCACHA S R L,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000632,Factura,,(125 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,181250,0,181250,181250
2/10/2025,ORTEGA HERMANOS S A,Legajo Digital y Firma Electrónica - Onboarding,Licencia,A-00007-00000638,Factura,,(123 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,178350,0,178350,178350
2/10/2025,MAS AGRO CENTRO S.A.S.,Marketing - Gestión de Pedidos,Licencia,A-00007-00000637,Factura,,(65 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,94250,0,94250,94250
1/10/2025,GRUAS SAN BLAS S A,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000625,Factura,,(1800 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,2610000,0,2610000,2610000
1/10/2025,DAEMAR S.A. S. E. E.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000623,Factura,,(1761 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,2553450,0,2553450,2553450
1/10/2025,KIOSHI STONE SA,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000619,Factura,,(1450 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,2102500,0,2102500,2102500
1/10/2025,CONCI S.A,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000614,Factura,,(1400 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,2030000,0,2030000,2030000
1/10/2025,PUERTO ARROYO SECO SA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000629,Factura,,(800 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,1160000,0,1160000,1160000
1/10/2025,AGRICULTORES FEDERADOS ARGENTINOS SOC COOP LTDA,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000631,Factura,,(650 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,924500,0,924500,924500
1/10/2025,GRUPO UNUS S.A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000617,Factura,,(570 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,826500,0,826500,826500
1/10/2025,BARTOLO J PONS S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000612,Factura,,(520 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,754000,0,754000,754000
1/10/2025,FRANCISCO SELLART S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000626,Factura,,(520 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,754000,0,754000,754000
1/10/2025,COOPERATIVA AGROPECUARIA LA PAZ LTDA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000620,Factura,,(520 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,754000,0,754000,754000
1/10/2025,GALVEZ CEREALES S.A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000616,Factura,,(520 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,754000,0,754000,754000
1/10/2025,"COOPERATIVA AGRICOLA GANADERA ""CAMILO ALDAO"" LIMITADA",Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000615,Factura,,(520 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,754000,0,754000,754000
1/10/2025,HECTOR A  BOLZAN Y CIA  S R L,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000613,Factura,,(520USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,754000,0,754000,754000
1/10/2025,AGROSUR S.A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000611,Factura,,(520 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,754000,0,754000,754000
1/10/2025,EDP AGROINDUSTRIAL S.A.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000624,Factura,,(470 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,681500,0,681500,681500
1/10/2025,NUTRALMIX S.R.L.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000630,Factura,,(400 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,580000,0,580000,580000
1/10/2025,FLIEGL ARGENTINA S.R.L.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000621,Factura,,(350 USD  TC a 1450 al 01/10/2025),Bonifica Atención al cliente,Pesos Argentinos,,1,507500,0,507500,507500
1/10/2025,MORERO SEMILLAS Y CEREALES S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000628,Factura,,(345 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,500250,0,500250,500250
1/10/2025,JUAN ANGEL CHAGALJ,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000622,Factura,,(300 USD  TC a 1450 al 01/10/2025),Bonifica Atencion a Cliente,Pesos Argentinos,,1,435000,0,435000,435000
1/10/2025,INDAR CAMPOS S.R.L.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000618,Factura,,(300 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,435000,0,435000,435000
1/10/2025,TIERRA GREDA S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000627,Factura,,(250 USD  TC a 1450 al 01/10/2025),,Pesos Argentinos,,1,362500,0,362500,362500
30/9/2025,NDC NEGOCIOS DEL CAMPO S.A.,Customizing,On Demand,A-00007-00000610,Factura,,	 4000 USD + IVA TC 1400 al 30-09-2025,Customización mes2 según propuesta comercial,Pesos Argentinos,,1,5600000,0,5600000,5600000
30/9/2025,NDC NEGOCIOS DEL CAMPO S.A.,Fee Inicial de Licencias,Licencia,A-00007-00000609,Factura,,2500 USD + IVA TC 1400 del 30-09-25,Cuota 3 Plataforma SAILO según propuesta comercial,Pesos Argentinos,,1,3500000,0,3500000,3500000
26/9/2025,BOLSA DE COMERCIO DE ROSARIO ASOCIACION CIVIL,Desarrollo a medida,A medida,A-00007-00000605,Factura,,Provisión de Servicios de Software (USD 21.855 TC a 1. 355 al 25/09/2025),,Pesos Argentinos,,1,29613525,0,29613525,29613525
26/9/2025,GAVIGLIO COMERCIAL S. A.,Logística-Logistica de insumos,Fee Inicial,A-00007-00000607,Factura,,U$D 15.000 + IVA. al TC 1350 del 26-09-2025,Logística de Insumos -  Anticipo,Pesos Argentinos,,1,20250000,0,20250000,20250000
26/9/2025,GAVIGLIO COMERCIAL S. A.,Mercado de granos - Gestión mesa de negocios,Fee Inicial,A-00007-00000606,Factura,,U$D 10.000 + IVA . al TC 1350 del  26-09-2025,Mercado de Granos - Gestión Mesa de Negocios -  Anticipo,Pesos Argentinos,,1,13500000,0,13500000,13500000
26/9/2025,GAVIGLIO COMERCIAL S. A.,CRM- Relevamiento potencial y objetivos,Fee Inicial,A-00007-00000608,Factura,,U$D 5.000 + IVA al TC 1350 del 26-09-2025,CRM- Relevamiento potencial y objetivos -Avance,Pesos Argentinos,,1,6750000,0,6750000,6750000
25/9/2025,GAVIGLIO COMERCIAL S. A.,Desarrollo a medida,A medida,A-00007-00000604,Factura,,Acompañamiento de producto (USD 1000 + IVA  TC 1355 a  al 25/09/2025),Acompañamiento de producto  meses febrero a Agosto USD 1.000 +IVA Mensual,Pesos Argentinos,,1,9485000,0,9485000,9485000
25/9/2025,SWIFT ARGENTINA S A,Marketing - Gestión de Pedidos,Licencia,A-00007-00000041,Factura de Crédito Mipyme,,(USD 1300 TC a 1370 al 05/08/2025),,Pesos Argentinos,,1,1781000,0,1781000,1781000
25/9/2025,SWIFT ARGENTINA S A,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000041,Factura de Crédito Mipyme,,(USD 1260 TC a 1370 al 05/08/2025),,Pesos Argentinos,,1,1726200,0,1726200,1726200
25/9/2025,SWIFT ARGENTINA S A,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000069,Nota de Crédito,,(USD 1260 TC a 1.200 al 03/06/2025),,Pesos Argentinos,,-1,1512000,0,-1512000,-1512000
25/9/2025,SWIFT ARGENTINA S A,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000068,Nota de Crédito,,(USD 1300 TC a 1.175 al 04/06/2025),,Pesos Argentinos,,-1,1560000,0,-1560000,-1560000
25/9/2025,SWIFT ARGENTINA S A,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000070,Nota de Crédito,,(USD 1260 TC a 1.270 al 07/07/2025),,Pesos Argentinos,,-1,1600200,0,-1600200,-1600200
25/9/2025,SWIFT ARGENTINA S A,Marketing - Gestión de Pedidos,Licencia,A-00007-00000070,Nota de Crédito,,(USD 1300 TC a 1.270 al 07/07/2025),,Pesos Argentinos,,-1,1651000,0,-1651000,-1651000
19/9/2025,BOLSA DE COMERCIO DE ROSARIO ASOCIACION CIVIL,Marketing - Gestión de campañas de marketing/Gestión de pedidos,Licencia,A-00007-00000603,Factura,,700 USD al TC 1515 del 19-09-25,"Factura licencia Agromodo. Forma de Pago: Transferencia CBU 0720408520000000132918
Fecha de Pago: 1 día hábil de cada mes. Plazo de vínculo de comercial: 10/09/2025 al 10/09/2026.Renovación automática",Pesos Argentinos,,1,1060500,0,1060500,1060500
19/9/2025,BOLSA DE COMERCIO DE ROSARIO ASOCIACION CIVIL,Marketing - Gestión de campañas de marketing/Gestión de pedidos,Licencia,A-00007-00000067,Nota de Crédito,,700 USD al TC 1515 del 19-09-25,"Factura licencia Agromodo. Forma de Pago: Transferencia CBU 0720408520000000132918
Fecha de Pago: 1 día hábil de cada mes. Plazo de vínculo de comercial: 10/09/2025 al
10/09/2026.Renovación automática",Pesos Argentinos,,-1,1060500,0,-1060500,-1060500
16/9/2025,EL REBENQUE CHAQUEÑO S.A.S.,Cotizador de insumos/CRM/Administración/Integraciones,Licencia,A-00007-00000602,Factura,,500 USD al TC 1480 del 16-09-2025,"Medio de pago: Transferencia Bancaria ( 50% al momento de firmar el contrato, 50% en la entrega
productiva)
Precio total: U$S 1000 + iva 21%(final por 6 meses)
Plazo de Vigencia de la Licencia: Desde: 01/10/2025 hasta 01/04/2026
",Pesos Argentinos,,1,740000,0,740000,740000
15/9/2025,DON PEDRO CERDOS S.A.S.,Desarrollo a medida,A medida,A-00007-00000001,Nota de Débito,,Diferencia de cambio (USD 675 ,"Dif. de cambio, al TC del pago 1440.",Pesos Argentinos,,1,67500,0,67500,67500
12/9/2025,CORTEVA SEEDS ARGENTINA S. R. L.,Desarrollo a medida,A medida,A-00007-00000040,Factura de Crédito Mipyme,,Evolutivo VLS - 3 ,"Ref Orden de Compra:  PO 9900086788

La presente factura expresa una obligacin en U$S. La misma se dar por cancelada mediante la entrega de
U$D 8.937,5 + IVA  su equivalente en pesos considerando el tipo de cambio vendedor de cierre del BNA da pago.
CANCELAR LA PRESENTE FACTURA MEDIANTE TRANSFERENCIA BANCARIA:
ALTERNATIVAS INTELIGENTES SA
CUIT: 33-71551475-9
SANTANDER RIO
Cuenta Corriente en PESOS NRO 408-001329/1
CBU: 0720408520000000132918
ALIAS: CARTEL.NUCLEO.CUPULA",Dólares,,1,"8937,5",0,"8937,5",12798500
10/9/2025,AGRO GESTION DEL LITORAL SA,Portal de clientes y proveedores/Cotizador de insumos/CRM,Fee Inicial,A-00007-00000601,Factura,,2000 USD + IVA al TC 1435 del 10-09-2025,"Fee inicial / Integración Algoritmo (Monto por única vez): USD 4,000 + IVA.
50% al momento de la contratación y el resto puede dividirse en 3 pagos mensuales.",Pesos Argentinos,,1,2870000,0,2870000,2870000
10/9/2025,MCH S. A. S.,Cotizador de insumos/CRM/Administración/Integraciones,Licencia,A-00007-00000600,Factura,,500 USD + IVA a TC 1435 10-09-25,"Medio de pago: Transferencia Bancaria ( 50% al momento de firmar el contrato, 50% en la entrega productiva)
Precio total: U$S 1000 + iva 21%(final por 6 meses)
Plazo de Vigencia de la Licencia: Desde: 01/10/2025 hasta 01/04/2026",Pesos Argentinos,,1,717500,0,717500,717500
5/9/2025,ARECO SEMILLAS S.A.,Desarrollo a medida,A medida,A-00007-00000599,Factura,,7920 USD + IVA al TC 1380 05-09-25,Portal multiempresa - Cancelación saldo 2/2,Pesos Argentinos,,1,10929600,0,10929600,10929600
3/9/2025,JOSE IGNACIO ALVAREZ,Cotizador de insumos/CRM/Administración/Integraciones,Licencia,A-00007-00000598,Factura,,(USD 1170 TC a 1375 al 03/09/2025),"Medio de pago: Transferencia Bancaria ( 50% al momento de firmar el contrato, 50% en la entrega productiva)
Precio total: U$S 2340 + iva 21%(final por 6 meses)
Plazo de Vigencia de la Licencia: Desde: 01/10/2025 hasta 01/04/2026
",Pesos Argentinos,,1,1608750,0,1608750,1608750
1/9/2025,GRUAS SAN BLAS S A,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000579,Factura,,(USD 1800 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,2493000,0,2493000,2493000
1/9/2025,DAEMAR S.A. S. E. E.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000577,Factura,,(USD  1761 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,2438985,0,2438985,2438985
1/9/2025,FER SEM S A C A I F Y M,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000589,Factura,,(USD 1456  TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,2016560,0,2016560,2016560
1/9/2025,KIOSHI STONE SA,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000573,Factura,,(USD 1450  TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,2008250,0,2008250,2008250
1/9/2025,CONCI S.A,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000568,Factura,,(USD 1400  TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,1939000,0,1939000,1939000
1/9/2025,CEREALES QUEMU S A,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000596,Factura,,(USD 1200 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,1662000,0,1662000,1662000
1/9/2025,GAVIGLIO COMERCIAL S. A.,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000594,Factura,,(USD 1200 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,1662000,0,1662000,1662000
1/9/2025,ARECO SEMILLAS S.A.,Cotizador de Insumos - Cotizador con lista de precios,Licencia,A-00007-00000593,Factura,,(USD 1200  TC a 1370  al 05/08/2025),,Pesos Argentinos,,1,1662000,0,1662000,1662000
1/9/2025,ARECO SEMILLAS S.A.,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000593,Factura,,(USD 1200 TC a 1370  al 05/08/2025),,Pesos Argentinos,,1,1662000,0,1662000,1662000
1/9/2025,GROBOCOPATEL HERMANOS SOCIEDAD  ANONIMA,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000595,Factura,,(USD 1200 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,1662000,0,1662000,1662000
1/9/2025,GAVIGLIO COMERCIAL S. A.,Cotizador de Insumos - Cotizador con lista de precios,Licencia,A-00007-00000594,Factura,,(USD 1200 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,1662000,0,1662000,1662000
1/9/2025,EDUARDO BERAZA S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000587,Factura,,(USD 1040  TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,1440400,0,1440400,1440400
1/9/2025,MAS AGRO CENTRO S.A.S.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000591,Factura,,(USD 1040 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,1440400,0,1440400,1440400
1/9/2025,CAIO BIBILONI Y CIA S.R.L.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000588,Factura,,(USD 1040 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,1440400,0,1440400,1440400
1/9/2025,PUERTO ARROYO SECO SA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000583,Factura,,(USD 800  TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,1108000,0,1108000,1108000
1/9/2025,TOMAS HNOS Y CIA SA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000597,Factura,,(USD 800  TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,1108000,0,1108000,1108000
1/9/2025,GROBOCOPATEL HERMANOS SOCIEDAD  ANONIMA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000595,Factura,,(USD  800 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,1108000,0,1108000,1108000
1/9/2025,GAVIGLIO COMERCIAL S. A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000594,Factura,,(USD 800 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,1108000,0,1108000,1108000
1/9/2025,ARECO SEMILLAS S.A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000593,Factura,,(USD 800  TC a 1370  al 05/08/2025),,Pesos Argentinos,,1,1108000,0,1108000,1108000
1/9/2025,AGRICULTORES FEDERADOS ARGENTINOS SOC COOP LTDA,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000585,Factura,,(USD 650 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,900250,0,900250,900250
1/9/2025,FER SEM S A C A I F Y M,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000589,Factura,,(USD 624  TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,864240,0,864240,864240
1/9/2025,ORTEGA HERMANOS S A,Cotizador de Insumos - Cotizador con lista de precios,Licencia,A-00007-00000592,Factura,,(USD  613 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,849005,0,849005,849005
1/9/2025,GRUPO UNUS S.A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000571,Factura,,(USD 570  TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,789450,0,789450,789450
1/9/2025,COOPERATIVA AGROPECUARIA LA PAZ LTDA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000574,Factura,,(USD 520 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,720200,0,720200,720200
1/9/2025,HECTOR A  BOLZAN Y CIA  S R L,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000567,Factura,,(USD 520 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,720200,0,720200,720200
1/9/2025,BARTOLO J PONS S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000566,Factura,,(USD 520 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,720200,0,720200,720200
1/9/2025,AGROSUR S.A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000565,Factura,,(USD 520  TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,720200,0,720200,720200
1/9/2025,FRANCISCO SELLART S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000580,Factura,,(USD 520 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,720200,0,720200,720200
1/9/2025,GALVEZ CEREALES S.A.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000570,Factura,,(USD 520  TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,720200,0,720200,720200
1/9/2025,"COOPERATIVA AGRICOLA GANADERA ""CAMILO ALDAO"" LIMITADA",Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000569,Factura,,(USD 520 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,720200,0,720200,720200
1/9/2025,MAS AGRO CENTRO S.A.S.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000591,Factura,,(USD 520  TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,720200,0,720200,720200
1/9/2025,GAVIGLIO COMERCIAL S. A.,Logística - Logística de fertilizantes,Licencia,A-00007-00000594,Factura,,(USD 500 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,692500,0,692500,692500
1/9/2025,ORTEGA HERMANOS S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000592,Factura,,(USD 491 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,680035,0,680035,680035
1/9/2025,EDP AGROINDUSTRIAL S.A.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000578,Factura,,(USD 470 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,650950,0,650950,650950
1/9/2025,CEREALES QUEMU S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000596,Factura,,(USD 400  TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,554000,0,554000,554000
1/9/2025,GUAZZARONI GRECO SOCIEDAD ANONIMA,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000590,Factura,,(USD 400  TC a 1385 al 01/09/2025),Bonifica Cuenta Digital Logistica Diesel ,Pesos Argentinos,,1,554000,0,554000,554000
1/9/2025,ORTEGA HERMANOS S A,"Mercado de Granos -  Gestión de Contratos, fijaciones y pesificaciones de granos",Licencia,A-00007-00000592,Factura,,(USD 383 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,530455,0,530455,530455
1/9/2025,FLIEGL ARGENTINA S.R.L.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000575,Factura,,(USD 350 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,484750,0,484750,484750
1/9/2025,MORERO SEMILLAS Y CEREALES S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000582,Factura,,(USD 345  TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,477825,0,477825,477825
1/9/2025,JUAN ANGEL CHAGALJ,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000576,Factura,,(USD 300 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,415500,0,415500,415500
1/9/2025,INDAR CAMPOS S.R.L.,Marketing - Gestión de campañas de marketing,Licencia,A-00007-00000572,Factura,,(USD 300  TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,415500,0,415500,415500
1/9/2025,FER SEM S A C A I F Y M,Soluciones Financieras - Tajetas Mastercard,Licencia,A-00007-00000589,Factura,,(USD 260 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,360100,0,360100,360100
1/9/2025,TIERRA GREDA S A,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000581,Factura,,(USD 250 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,346250,0,346250,346250
1/9/2025,NUTRALMIX S.R.L.,Portal Clientes y Proveedores - Cuenta Digital,Licencia,A-00007-00000584,Factura,,(USD 250  TC a 1385 al 01/09/2025),"Se factura 200 USD, correspondiente a ajuste de facturación licencia Julio (omitida) y exceso de facturación agosto",Pesos Argentinos,,1,346250,0,346250,346250
1/9/2025,ORTEGA HERMANOS S A,Mercado de Granos - Calculadora de negocios,Licencia,A-00007-00000592,Factura,,(USD 230 TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,318550,0,318550,318550
1/9/2025,GAVIGLIO COMERCIAL S. A.,Sustentabilidad - Integración Ciampagna,Licencia,A-00007-00000594,Factura,,(USD 200  TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,277000,0,277000,277000
1/9/2025,CEREALES QUEMU S A,Logística - Integración MUVIN / ALGORITMO,Licencia,A-00007-00000596,Factura,,(USD 200  TC a 1385 al 01/09/2025),,Pesos Argentinos,,1,277000,0,277000,277000
